disease,phrase,count
atelectasis,lung bases and left perihilar region,1
atelectasis,"bibasilar, left more prominent",1
atelectasis,"bibasilar, right mid-to-lower lobe, left mid-to-lower lobe",1
atelectasis,right subjacent to pleural effusion,1
atelectasis,left basal subsegment,1
atelectasis,retrocardiac and right lung bases,1
atelectasis,lung bases and right mid lung field,1
atelectasis,right perifissural,1
atelectasis,"bilateral bases, retrocardiac region",1
atelectasis,perihilar and lower lung,1
atelectasis,retrocardiac and mid right lung zone,1
atelectasis,"left mid lobe, bilateral lower lobes",1
atelectasis,left infrahilar left lower lobe,1
atelectasis,right mid lung (possibly middle lobe) and left lung base,1
atelectasis,right mid lung adjacent to operative site,1
atelectasis,dependent,1
atelectasis,lingula or right middle lobe,1
atelectasis,bilateral lung bases (left more prominent),1
atelectasis,"left lung base subsegmental, right mid lung",1
atelectasis,right hila,1
atelectasis,right lower lung and spine,1
atelectasis,left basilar and right basilar,1
atelectasis,"right mid lung, right lower lobe",1
atelectasis,"right mid lung, adjacent to left base",1
atelectasis,"left lower lobe, possibly lingula",1
atelectasis,right hilar,1
atelectasis,left lingular segment,1
atelectasis,bilateral bibasilar (right greater than left),1
atelectasis,left lower lobe bases,1
atelectasis,"right mid lung, bilateral lower lungs",1
atelectasis,left posterior lower lobe,1
atelectasis,"right lung basis, retrocardiac",1
atelectasis,left adjacent region,1
atelectasis,adjacent to bibasilar pleural effusions,1
atelectasis,left retrocardiac and bibasilar,1
atelectasis,right posterior lung base,1
atelectasis,posterior retrocardiac lung base,1
atelectasis,"right middle and right lower lobes, medial aspect",1
atelectasis,right hemithorax base,1
blunting of costophrenic angle,left costophrenic angle,307
blunting of costophrenic angle,right costophrenic angle,186
blunting of costophrenic angle,bilateral costophrenic angles,178
blunting of costophrenic angle,posterior costophrenic angles,48
blunting of costophrenic angle,bilateral posterior costophrenic angles,27
blunting of costophrenic angle,left posterior costophrenic angle,19
blunting of costophrenic angle,posterior left costophrenic angle,17
blunting of costophrenic angle,right posterior costophrenic angle,17
blunting of costophrenic angle,none,16
blunting of costophrenic angle,posterior costophrenic angle,15
blunting of costophrenic angle,left lateral costophrenic angle,13
blunting of costophrenic angle,left costophrenic sinus,13
blunting of costophrenic angle,costophrenic angles,12
blunting of costophrenic angle,right lateral costophrenic angle,11
blunting of costophrenic angle,posterior right costophrenic angle,10
blunting of costophrenic angle,posterior bilateral costophrenic angles,7
blunting of costophrenic angle,both costophrenic angles,6
blunting of costophrenic angle,left hemidiaphragm,6
blunting of costophrenic angle,left,5
blunting of costophrenic angle,left posterior costophrenic sulcus,5
blunting of costophrenic angle,lateral costophrenic angles,5
blunting of costophrenic angle,left costophrenic sulcus,4
blunting of costophrenic angle,posterior costophrenic sulcus,4
blunting of costophrenic angle,left lateral pleural sinus,4
blunting of costophrenic angle,right costophrenic sulcus,4
blunting of costophrenic angle,right hemidiaphragm,4
blunting of costophrenic angle,right cardiophrenic angle,4
blunting of costophrenic angle,right lateral pleural sinus,3
blunting of costophrenic angle,right posterior costophrenic sulcus,3
blunting of costophrenic angle,right costophrenic sinus,3
blunting of costophrenic angle,left costophrenic angle posteriorly,3
blunting of costophrenic angle,right,2
blunting of costophrenic angle,lateral and posterior pleural sinuses,2
blunting of costophrenic angle,costophrenic sinuses,2
blunting of costophrenic angle,right costophrenic angles,2
blunting of costophrenic angle,bilateral lateral costophrenic angles,2
blunting of costophrenic angle,posterior costophrenic sulci,2
blunting of costophrenic angle,left base,2
blunting of costophrenic angle,bilateral costophrenic sulci,2
blunting of costophrenic angle,bilateral costophrenic angles posteriorly,2
blunting of costophrenic angle,left costophrenic recess,2
blunting of costophrenic angle,costophrenic angle,2
blunting of costophrenic angle,bilateral posterio costophrenic angles,1
blunting of costophrenic angle,bilateral posterior costophrenic angle,1
blunting of costophrenic angle,lower left lateral pleural sinus,1
blunting of costophrenic angle,left lateral pleural sinus extending to posterior area,1
blunting of costophrenic angle,left costophrenic angle (posterior),1
blunting of costophrenic angle,right and left costophrenic angles,1
blunting of costophrenic angle,left posterior sulcus,1
blunting of costophrenic angle,left lateral costophrenic angles,1
blunting of costophrenic angle,left lateral and posterior costophrenic angles,1
blunting of costophrenic angle,bilateral posterior,1
blunting of costophrenic angle,right posterior lateral costophrenic sulcus,1
blunting of costophrenic angle,lateral costophrenic angle,1
blunting of costophrenic angle,posterior pleural sinuses,1
blunting of costophrenic angle,right base,1
blunting of costophrenic angle,right and left costophrenic angles (right > left),1
blunting of costophrenic angle,bilateral costophrenic angles (left dominant),1
blunting of costophrenic angle,lateral and right posterior costophrenic angles,1
blunting of costophrenic angle,left posterior pleural sinus,1
blunting of costophrenic angle,left posterior and lateral costophrenic angles,1
blunting of costophrenic angle,bilateral pleural sinuses,1
blunting of costophrenic angle,one costophrenic angle,1
blunting of costophrenic angle,lateral costophrenic sulci (left > right),1
blunting of costophrenic angle,bilateral cardiophrenic angles,1
blunting of costophrenic angle,right costophrenic angle and right lower chest,1
blunting of costophrenic angle,left lateral costophrenic sulcus,1
blunting of costophrenic angle,lateral costophrenic sulcus,1
blunting of costophrenic angle,right costophrenic angle posterior,1
blunting of costophrenic angle,right posterior and lateral costophrenic angles,1
blunting of costophrenic angle,bilateral posterior and left lateral costophrenic angles,1
blunting of costophrenic angle,"right posterior costophrenic sulcus, possibly bilateral",1
blunting of costophrenic angle,right greater than left posterior costophrenic angles,1
blunting of costophrenic angle,left and right costophrenic sinuses,1
blunting of costophrenic angle,posterior right,1
blunting of costophrenic angle,left cardiophrenic angle,1
blunting of costophrenic angle,right greater than left costophrenic angles,1
blunting of costophrenic angle,lateral pleural sinuses,1
blunting of costophrenic angle,"left costophrenic angle, right costophrenic angle",1
blunting of costophrenic angle,lateral costophrenic sulci,1
blunting of costophrenic angle,both sides,1
blunting of costophrenic angle,paratracheal,1
blunting of costophrenic angle,one of the posterior right costophrenic angles,1
blunting of costophrenic angle,lateral and posterior costophrenic angles,1
blunting of costophrenic angle,both posterior costophrenic angles,1
blunting of costophrenic angle,left posterior costophrenic angles,1
blunting of costophrenic angle,posterior left costophrenic sulcus,1
blunting of costophrenic angle,posterior 1 costophrenic angle,1
blunting of costophrenic angle,posterior pleural sulcus,1
blunting of costophrenic angle,cardiophrenic angles,1
blunting of costophrenic angle,right and left posterior costophrenic angles,1
blunting of costophrenic angle,left lateral pleural sulcus,1
blunting of costophrenic angle,right costophrenic angle base,1
calcification,aortic knob,449
calcification,aortic arch,442
calcification,thoracic aorta,378
calcification,aorta,243
calcification,none,69
calcification,mitral annulus,51
calcification,right upper lobe,25
calcification,right mid lung,20
calcification,left upper lobe,19
calcification,right lower lobe,18
calcification,bilateral pleura,18
calcification,right lung base,18
calcification,pleural,17
calcification,bilateral pleural plaques,16
calcification,left lower lobe,15
calcification,aortic,14
calcification,thoracic aorta arch,13
calcification,pleural plaques,13
calcification,mitral annular,12
calcification,costochondral,12
calcification,right upper lung,12
calcification,right lung apex,11
calcification,left lung base,11
calcification,left upper lung,11
calcification,left mid lung,10
calcification,aortic valve,10
calcification,right apical,9
calcification,tracheobronchial tree,9
calcification,right lung,9
calcification,descending aorta,8
calcification,left lung apex,8
calcification,along the aortic arch,7
calcification,hilar lymph nodes,7
calcification,descending thoracic aorta,7
calcification,left upper quadrant,7
calcification,aortic arch and descending thoracic aorta,7
calcification,aorta knob,7
calcification,mediastinal lymph nodes,7
calcification,coronary artery,7
calcification,right lower lung,7
calcification,left hilum,7
calcification,vascular,6
calcification,thoracic aorta arch wall,6
calcification,left base,6
calcification,pleura,6
calcification,mitral anulus,6
calcification,left lung,6
calcification,pericardium,6
calcification,ascending thoracic aorta,6
calcification,arch of the aorta,6
calcification,left hemithorax,5
calcification,aortic arch wall,5
calcification,lungs,5
calcification,right apex,5
calcification,costochondral junction,5
calcification,arch,5
calcification,right pleura,5
calcification,aortic arch and descending aorta,4
calcification,ascending aorta,4
calcification,coronary arteries,4
calcification,mediastinal and hilar lymph nodes,4
calcification,right hemithorax,4
calcification,right breast,4
calcification,abdominal aorta,4
calcification,left apex,4
calcification,mitral valve annulus,4
calcification,aortic wall,4
calcification,right hilum,4
calcification,right paratracheal region,4
calcification,right paratracheal,4
calcification,right upper quadrant,4
calcification,bilateral lungs,4
calcification,mediastinum,4
calcification,anterior longitudinal ligament,4
calcification,along the aorta,4
calcification,lung apices,3
calcification,throughout the aorta,3
calcification,aortopulmonary window,3
calcification,right middle lobe,3
calcification,diffuse thoracic aorta,3
calcification,right lower lung zone,3
calcification,coronary,3
calcification,left humeral head,3
calcification,left chest wall,3
calcification,bilateral pleural,3
calcification,right midlung,3
calcification,left apical,3
calcification,thyroid nodule,3
calcification,bilateral lung apices,3
calcification,left mid lung field,3
calcification,over the heart,3
calcification,right anterior first rib,3
calcification,right mid lung field,3
calcification,mediastinal nodes,3
calcification,arch of the thoracic aorta,3
calcification,left hilus,3
calcification,thyroid,3
calcification,aortic valvular,3
calcification,hilar and mediastinal lymph nodes,3
calcification,left lung laterally,2
calcification,right pleural,2
calcification,costochondral cartilage,2
calcification,thoracic aortic arch,2
calcification,right infrahilar region,2
calcification,spleen,2
calcification,left axilla,2
calcification,aortic knob and descending aorta,2
calcification,left shoulder,2
calcification,right mid lung zone,2
calcification,aortic knuckle,2
calcification,"thoracic aorta, head and neck vessels, coronary arteries",2
calcification,coracoclavicular ligament region,2
calcification,right diaphragm,2
calcification,bilateral breasts,2
calcification,bilateral apical,2
calcification,mitral annulus and aortic arch,2
calcification,biapical,2
calcification,costochondral junctions,2
calcification,hilar,2
calcification,left glenohumeral joint,2
calcification,bilateral hilar lymph nodes,2
calcification,anterior mediastinal lymph nodes,2
calcification,arterial,2
calcification,right pleural plaque,2
calcification,left upper quadrant of the abdomen,2
calcification,bilateral breast implants,2
calcification,left upper lung field,2
calcification,right chest wall,2
calcification,upper lobes,2
calcification,pleural and diaphragmatic,2
calcification,aortic contour,2
calcification,both lungs,2
calcification,mediastinal contour,2
calcification,bilateral,2
calcification,lateral right mid lung,2
calcification,arch and descending thoracic aorta,2
calcification,aortic arch and tracheobronchial tree,2
calcification,mid left lung,2
calcification,right carotid artery,2
calcification,right mid to lower lung,2
calcification,thoracic spine,2
calcification,left apical region,2
calcification,aortic knob and descending thoracic aorta,2
calcification,right axillary,2
calcification,aortic arch region,2
calcification,superior mediastinum,2
calcification,aortic knob and aortic valve,2
calcification,thoracic aorta and mitral annulus,2
calcification,left basilar,2
calcification,right hilar,2
calcification,right apical region,2
calcification,upper mediastinum,2
calcification,adjacent to the left humeral head,2
calcification,mediastinal lymph node,2
calcification,bilateral hila,2
calcification,anterior longitudinal ligament of the thoracic spine,2
calcification,left breast,2
calcification,tracheobronchial,2
calcification,right costophrenic angle,2
calcification,right lung base laterally,2
calcification,mediastinal and hilar nodes,2
calcification,along the aortic knob,2
calcification,region of the aortic valve,2
calcification,valvular,2
calcification,along the arch of the aorta,2
calcification,mediastinal,2
calcification,aortic annulus,2
calcification,right hemidiaphragm,2
calcification,unfolded thoracic aorta,2
calcification,left hemi thorax,2
calcification,left upper hemithorax,2
calcification,left heart border,2
calcification,along the thoracic aorta,2
calcification,right upper to mid chest anterior subcutaneous soft tissue,2
calcification,hilar nodes,2
calcification,liver,2
calcification,paratracheal soft tissues,2
calcification,left perihilar,2
calcification,hila,2
calcification,left ventricular,2
calcification,left carotid artery,2
calcification,left hilar lymph nodes,2
calcification,left shoulder joint,1
calcification,aorta and arch vessels,1
calcification,right upper lobe and hila,1
calcification,left hilum region,1
calcification,below right hilum,1
calcification,inferior left hemidiaphragm,1
calcification,right humeral head lateral aspect,1
calcification,upper lobes of the lungs,1
calcification,left upper mid abdomen,1
calcification,greater tuberosity of left humerus,1
calcification,upper lungs (associated with granulomas),1
calcification,adjacent to the superolateral aspect of the right humeral head,1
calcification,left hilar nodes,1
calcification,adjacent to right humeral head,1
calcification,right upper lung above right second rib,1
calcification,bilateral apices,1
calcification,right coracoclavicular ligament region,1
calcification,left subpleural granulomas,1
calcification,right base pleura,1
calcification,cardiac valves,1
calcification,left pleural plaque,1
calcification,cardiomediastinal region,1
calcification,descending thoracic aorta and aortic arch,1
calcification,"left upper lung adjacent to aortic arch, aortic arch",1
calcification,left mid zone,1
calcification,lower right paratracheal region,1
calcification,"left hilar region, right lung base",1
calcification,peripheral splenic cyst,1
calcification,right upper to mid lung,1
calcification,ascending aorta and arch,1
calcification,bilateral granulomas and left hilar lymph nodes,1
calcification,aortic arch and abdominal aorta,1
calcification,aortic arch and left hilum,1
calcification,descending thoracic aorta and right breast soft tissues,1
calcification,pleural plaques and aortic knob,1
calcification,right mid lung laterally,1
calcification,right mid zone laterally,1
calcification,right anterior 4th rib end,1
calcification,right upper quadrant hepatic,1
calcification,left neck,1
calcification,right subpleural,1
calcification,left hilar node,1
calcification,thoracic aorta and costochondral regions,1
calcification,"aortic arch, posterior right fourth rib",1
calcification,left lower lobe and aortic knob,1
calcification,coracoclavicular region,1
calcification,posterior left upper quadrant (possible spleen or stomach),1
calcification,aortic arch and mitral valve,1
calcification,left hemidiaphragm,1
calcification,"central mediastinum, left mid lung, left lung apex, right upper lobe",1
calcification,right upper quadrant (suprarenal),1
calcification,right aspect of the carina,1
calcification,ascending portion and arch of thoracic aorta,1
calcification,left mid thorax,1
calcification,right lateral lower chest,1
calcification,"left mid lung, mediastinal lymph nodes",1
calcification,lateral right lower and left hemithorax,1
calcification,"right subclavian region soft tissues, bilateral pleura",1
calcification,thoracic spine anterior longitudinal ligament,1
calcification,both lung bases,1
calcification,aortic arch and costochondral cartilage,1
calcification,descending thoracic aorta knob,1
calcification,adjacent to superolateral aspect of left humerus,1
calcification,left renal outline,1
calcification,bilateral pleura and aortic arch,1
calcification,anterior chest (lateral view),1
calcification,liver dome,1
calcification,aorta and left humeral head,1
calcification,posterior left lower chest,1
calcification,left lower lung pleural,1
calcification,left lower zone,1
calcification,aortic arch and left hemi thorax,1
calcification,mitral valve annulus and aortic arch,1
calcification,right upper lung and aortic knob,1
calcification,biapical pleura,1
calcification,thoracic aorta and right breast implant,1
calcification,adjacent aortic arch,1
calcification,"left upper hemithorax, medial left clavicle, posterior medial left fifth rib",1
calcification,lower thoracic spine,1
calcification,heart,1
calcification,left mediastinum,1
calcification,right first rib costal cartilage region,1
calcification,costochondral regions and aortic arch,1
calcification,right axilla,1
calcification,descending aorta and aortic valve,1
calcification,right midlung field,1
calcification,left ventricular wall,1
calcification,bilateral pleura and aorta,1
calcification,lateral right midlung,1
calcification,right lower lung and aortic knob,1
calcification,right main stem bronchus and right hilus,1
calcification,right upper quadrant of the abdomen,1
calcification,aortic knob and right of midline,1
calcification,mitral valve,1
calcification,posterior costophrenic region,1
calcification,thoracic aorta wall at arch level,1
calcification,right lateral hemithorax,1
calcification,right thyroid lobe,1
calcification,mediastinum and hila,1
calcification,right upper hemithorax,1
calcification,left hemidiaphragmatic pleura,1
calcification,"bilateral lungs, right mid lung region, bilateral hilar and mediastinal lymph nodes",1
calcification,diffusely thoracic aorta,1
calcification,aortic knob and left base,1
calcification,mediastinum and hilar nodes,1
calcification,aortic bulb,1
calcification,"right lung apex, right scapula, posterior right 4th rib",1
calcification,eighth rib posteriorly,1
calcification,"medial left clavicle, posterior left 3rd-4th rib interspace",1
calcification,"right hilus lymph nodes, mitral annulus, aortic knob",1
calcification,infrahilar region,1
calcification,"left lung apex, aortic knob",1
calcification,peripheral aorta,1
calcification,left base and left hilar lymph nodes,1
calcification,mitral annulus and thoracic aorta,1
calcification,apical pleura and bilateral pulmonary nodules,1
calcification,right hilar lymph node,1
calcification,right lower lobe periphery,1
calcification,cardiac,1
calcification,left pleural plaques,1
calcification,"right ac joint, inferior to lateral clavicular head",1
calcification,anterior mediastinum,1
calcification,aortic vasculature,1
calcification,bilateral apical pleural,1
calcification,thoracic aorta and right paratracheal region,1
calcification,coronary arteries and aortic knob,1
calcification,right apical and right hilar regions,1
calcification,carotid bifurcation region,1
calcification,"left hemithorax, left costophrenic angle, thoracic aorta",1
calcification,"left lower lung, bilateral hilar",1
calcification,superior mediastinum (slightly right of midline) and right breast,1
calcification,right paratracheal hilar,1
calcification,"left lower lobe, left of eighth thoracic vertebra",1
calcification,left supraclavicular and mediastinal regions,1
calcification,left lower costophrenic sulcus,1
calcification,costochondral and thoracic aorta,1
calcification,right pulmonary hilum,1
calcification,descending thoracic aorta and apical regions,1
calcification,right juxtahilar region,1
calcification,"thoracic aorta, abdominal aorta, right subclavian artery, right axillary region",1
calcification,"right mid lung, right paratracheal nodes",1
calcification,left upper lobe and thoracic aorta,1
calcification,left shoulder adjacent,1
calcification,left aspect of mediastinum,1
calcification,left mid hemi thorax,1
calcification,thoracic vessels,1
calcification,aortic knob and thoracic descending aorta,1
calcification,thoracic aorta knob,1
calcification,left scapula,1
calcification,"right 4th and 5th ribs (medial, anterior aspect)",1
calcification,right mid zone lateral,1
calcification,"left mediastinal, heart (mitral annular)",1
calcification,"right apical, right paratracheal and right hilar regions",1
calcification,bilateral lung bases,1
calcification,left suprahilar and hilar regions,1
calcification,left upper abdomen and left lower lung,1
calcification,subcutaneous tissues,1
calcification,mitral ring,1
calcification,left coracoclavicular ligament region,1
calcification,right greater tuberosity,1
calcification,"bilateral mid lungs, pleural plaques",1
calcification,right upper zone,1
calcification,right breast and right apex,1
calcification,right seventh rib and thoracic aorta,1
calcification,left upper lung posteriorly,1
calcification,right acromioclavicular joint,1
calcification,"upper lungs, right lung apex, costochondral region",1
calcification,"left lung apex, bilateral upper lungs",1
calcification,"aortic arch, mitral annular, coronary arteries",1
calcification,ribs,1
calcification,right axillary nodes,1
calcification,left upper margin of fourth rib,1
calcification,right lung base and subcarinal region,1
calcification,right 1st rib costochondral,1
calcification,right lung base and aortic arch,1
calcification,right,1
calcification,both lung apices,1
calcification,mid thoracic spine intervertebral discs,1
calcification,anterior mediastinum right of midline,1
calcification,base of the right lung,1
calcification,anterior medial right middle lobe,1
calcification,neck,1
calcification,"left lower lung field, aorta",1
calcification,"left upper lobe, right pleura",1
calcification,ap view window,1
calcification,coronary artery (lad) and aortic valve,1
calcification,right 8th rib inferior costal cartilage,1
calcification,left lung apex and thoracic aorta,1
calcification,suspected pancreatic region,1
calcification,"mitral annulus, aortic arch",1
calcification,left anterior mediastinum,1
calcification,right apicolateral,1
calcification,adjacent to right heart border,1
calcification,anterior longitudinal ligament of thoracic spine,1
calcification,"left lower lobe, superior segment",1
calcification,right upper and mid lung,1
calcification,left lower lobe periphery,1
calcification,anterior subcutaneous tissues over right lung,1
calcification,right hilar lymph nodes,1
calcification,"left axilla, right upper chest",1
calcification,bilateral hilar,1
calcification,"right hemidiaphragm, ap window region",1
calcification,left upper hemithorax periphery and left hemidiaphragm contours,1
calcification,superior to left humerus greater tuberosity,1
calcification,right glenohumeral joint recess,1
calcification,mitral annulus and aortic valve,1
calcification,paratracheal lymph node,1
calcification,aortic valve area and ascending aorta,1
calcification,aortic arch and left upper hemithorax anterior thoracic wall,1
calcification,soft tissues adjacent to right scapula and right humeral neck,1
calcification,"aortic knob, left upper lobe, left hilar lymph nodes",1
calcification,right hemithorax pleura,1
calcification,aorta and left axilla,1
calcification,anterior aspect of multiple intervertebral disc spaces,1
calcification,mediastinal and perihilar lymph nodes,1
calcification,bilateral subdeltoid bursae,1
calcification,mediastinum and left apex,1
calcification,"lateral right lung base, right lung apex medially",1
calcification,mediastinum and hilar regions,1
calcification,carotid artery,1
calcification,diffuse aorta,1
calcification,right neck,1
calcification,upper abdomen and lower chest,1
calcification,right hilus and parenchymal nodules,1
calcification,"valvular annulus, bilateral hilar regions",1
calcification,"mediastinal and hilar lymph nodes, aortic knob",1
calcification,right upper chest pleural,1
calcification,bilateral chest,1
calcification,"right lateral ribs, right breast lateral aspect",1
calcification,right shoulder inferior to glenohumeral joint,1
calcification,bilateral diaphragms,1
calcification,"right lung base, right basal pleura, left glenoid medial",1
calcification,"bilateral, thoracic aorta, coronary artery",1
calcification,"left apex, thoracic aorta",1
calcification,calcified pleural plaques (adjacent parenchymal),1
calcification,bilateral breast implants (peripheral) and mediastinum,1
calcification,left mid and lower lungs,1
calcification,posterior right 6th rib,1
calcification,right lung bases,1
calcification,bilateral lungs and aortic knob,1
calcification,aortic arch and mediastinal nodes,1
calcification,left basilar pulmonary,1
calcification,breast,1
calcification,aortic arch and left axillary soft tissue,1
calcification,aortic knob and mediastinal contours,1
calcification,left mid to upper lung,1
calcification,adjacent to the right lower lobe,1
calcification,mediastinal hilar nodes,1
calcification,"aortic knob, mediastinal and hilar lymph nodes",1
calcification,inferior to right coracoid process,1
calcification,distal right clavicle area,1
calcification,aortic knob region,1
calcification,over the right heart,1
calcification,posterior right fourth rib,1
calcification,biapical pleural,1
calcification,left pleura and anterior longitudinal ligament of thoracic spine,1
calcification,right hilum and right hilar structures,1
calcification,"right paratracheal region, aortic knob, right lower lung",1
calcification,aortic arch and left anterior second rib,1
calcification,left hilar region,1
calcification,left hilum and aortic arch,1
calcification,posterior left ventricle,1
calcification,bilateral lungs and aortic arch,1
calcification,left apical pleura,1
calcification,right lateral to mid cervical spine,1
calcification,lateral left hemithorax,1
calcification,right costochondral cartilage,1
calcification,thoracic knob,1
calcification,tracheal bronchial wall,1
calcification,"aortic knob, left axillary lymph nodes",1
calcification,"bilateral diaphragms, left hemithorax, left 8th posterior rib",1
calcification,"aortic arch, abdominal aorta",1
calcification,"left upper lung, left lung apex",1
calcification,right mid lung region,1
calcification,left mid lung region,1
calcification,bilateral pleura (right and left apical),1
calcification,right fifth anterior rib,1
calcification,pleural surfaces at lung apices,1
calcification,lower lobes (left greater than right),1
calcification,thoracic aorta wall,1
calcification,right chest wall lateral,1
calcification,left retrocardiac region,1
calcification,mediastinal and hilar,1
calcification,diffuse aorta and biapical,1
calcification,aorta and valvular ring,1
calcification,apices,1
calcification,prevascular region of mediastinum,1
calcification,"left lateral aspect of upper neck, carotid artery",1
calcification,"right upper lung, right hilar lymph nodes",1
calcification,lateral right chest wall,1
calcification,left rib cartilage adjacent to vertebral column and above left hemidiaphragm,1
calcification,left pleural base,1
calcification,left costophrenic angle and mitral annulus,1
calcification,left upper abdomen,1
calcification,costochondral multiple levels,1
calcification,left breast soft tissue,1
calcification,bilateral diaphragmatic and pleural plaques,1
calcification,"left heart, aortic arch",1
calcification,bilateral pulmonary parenchyma,1
calcification,right upper lung zone peripherally,1
calcification,"right lung apex, posterior right third rib medially",1
calcification,bilateral upper lobe,1
calcification,wall of aorta at arch level,1
calcification,posterolateral right 9th rib,1
calcification,mediastinum and right hilus,1
calcification,thoracic aorta and bilateral lungs,1
calcification,left eighth rib,1
calcification,right mediastinal node,1
calcification,vascular structures,1
calcification,left lateral lung base,1
calcification,bilateral breast,1
calcification,both hila and mediastinum,1
calcification,bilateral pleural bases,1
calcification,left pleural and basilar pleural/diaphragmatic,1
calcification,"aortic arch, right lateral lung apex",1
calcification,right chest base,1
calcification,origin of the great vessels,1
calcification,"thoracic aorta wall, mostly at the level of the arch",1
calcification,left heart,1
calcification,region of the carotid bifurcations bilaterally,1
calcification,lateral side of the chest,1
calcification,right midzone,1
calcification,mid heart,1
calcification,left lingula,1
calcification,"left lung apex, medial to the first rib",1
calcification,along the arch,1
calcification,right mid lung between the right fifth and sixth posterior rib arch,1
calcification,left sternoclavicular joint,1
calcification,right scapula,1
calcification,"mitral annulus, aortic knob",1
calcification,intraabdominal descending aorta,1
calcification,left midlung,1
calcification,within the aorta,1
calcification,along the course of the thoracic aorta,1
calcification,anterior right first rib,1
calcification,bilateral mediastinal and hilar lymph nodes,1
calcification,aorta wall,1
calcification,mid zones,1
calcification,lateral right lung base,1
calcification,lingula,1
calcification,right middle lobe granuloma,1
calcification,right third rib,1
calcification,anterior soft tissues (lateral view),1
calcification,left anterior descending artery,1
calcification,right ninth rib,1
calcification,aortic valve and coronary artery,1
calcification,thoracic and abdominal aorta,1
calcification,anterior second right rib,1
calcification,aortico pulmonary window,1
calcification,lateral right lower lung,1
calcification,right scapular region,1
calcification,right upper lung field,1
calcification,left lower lateral lung,1
calcification,left lower lobe posterior basal segment,1
calcification,right posterior rib end just to the left of midline,1
calcification,right lower rib costochondral junction,1
calcification,aortic arch and upper abdominal aorta,1
calcification,apex,1
calcification,"left lung, right lung",1
calcification,retrosternal region,1
calcification,arch of thoracic aorta,1
calcification,"aortic knob, extensive costochondral",1
calcification,right heart border,1
calcification,thoracic aorta arch level,1
calcification,anterior upper abdominal soft tissue,1
calcification,"right inferior pleural margin, hilar lymph nodes",1
calcification,proximal humerus on the right,1
calcification,"right mid zone, left lower zone",1
calcification,"aortic arch, lower thoracic aorta",1
calcification,left anterior third rib,1
calcification,"right paratracheal region, costochondral junctions",1
calcification,bilateral granulomas,1
calcification,"mediastinal and hilar, multiple granulomas",1
calcification,left fifth posterior and third anterior rib,1
calcification,left axillary soft tissue,1
calcification,aorta and thoracic branch vessels,1
calcification,in the area of the liver,1
calcification,apical region,1
calcification,right upper quadrant of the abdomen /right lung base,1
calcification,right upper lung medially,1
calcification,"head and neck vessels such as the aorta, bilateral subclavian vessels, and carotids",1
calcification,right-sided aorta,1
calcification,left-sided mediastinal and left hilar lymph nodes,1
calcification,right lower lung field (associated with granuloma),1
calcification,right and left carotid artery,1
calcification,"aortic, right 2nd rib anteriorly",1
calcification,left hemithorax (descending aorta),1
calcification,left hemithorax (underneath the sixth posterior rib),1
calcification,left atrium,1
calcification,each hilum and the aortopulmonary window,1
calcification,left lung (in the context of granuloma speculation),1
calcification,adjacent to the left scapula,1
calcification,"bilateral costochondral region, right",1
calcification,right carotid,1
calcification,region of the subclavian arteries bilaterally,1
calcification,diffuse,1
calcification,"aortic knob, perihilar region (left greater than right)",1
calcification,splenic artery,1
calcification,along the unfolded thoracic aorta,1
calcification,throughout the thoracic aorta,1
calcification,medial left clavicle and anterior left first rib,1
calcification,adjacent to the humeral head,1
calcification,granulomatous nodular,1
calcification,left neck (overlying carotid artery),1
calcification,"left cardiac silhouette, anterior left sixth rib",1
calcification,valves,1
calcification,lateral left mid lung,1
calcification,lower thoracic vertebral body,1
calcification,left aortic knob,1
calcification,left upper lung apex,1
calcification,right eighth posterior rib,1
calcification,aortopulmonary window lymph node,1
calcification,right pleural cavity,1
calcification,valvular annulus projecting over the cardiac silhouette,1
calcification,left hilar lymph node,1
calcification,hilar/mediastinal nodes,1
calcification,left diaphragmatic pleural surface,1
calcification,"lateral left lower hemi thorax, right upper hemi thorax",1
calcification,bi-apical,1
calcification,left hilar/mediastinal,1
calcification,right first rib costochondral junction,1
calcification,anterior lungs,1
calcification,region of the pancreatic tail,1
calcification,left circumflex coronary artery,1
calcification,anterior aspect of the thoracic spine,1
calcification,"thoracic aorta, right neck, right infraclavicular region",1
calcification,both apices,1
calcification,anterior right sixth rib,1
calcification,hilum,1
calcification,right apical pleura,1
calcification,subclavian and axillary arteries,1
calcification,left hilar,1
calcification,right anterior portion of the fourth right rib,1
calcification,right lower paratracheal region,1
calcification,right fourth anterior rib cartilage,1
calcification,right shoulder region,1
calcification,internal carotid artery,1
calcification,diaphragmatic pleura,1
calcification,"left hemidiaphragm, posterior left upper quadrant",1
calcification,left subdiaphragmatic space,1
calcification,lymph nodes,1
calcification,diaphragmatic and pleural surfaces,1
calcification,bilateral lower lateral pleural zones,1
calcification,aortic valve region,1
calcification,"mediastinum, aortopulmonary window",1
calcification,left pleura,1
calcification,left lateral neck soft tissues,1
calcification,left humerus,1
calcification,upper lungs,1
calcification,superior to right hilus,1
calcification,pleural and diaphragmatic regions,1
calcification,left below anterior aspect of first rib,1
calcification,aortic arch and aortic valve,1
calcification,right posterior tenth rib,1
calcification,left base medially,1
calcification,anterior aspect of the heart,1
calcification,right diaphragmatic surface,1
